name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand,model
Maruti Swift Dzire VXI 1.2,2020,730000,1500,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,184
Mahindra Bolero 2011-2019 SLX,2012,500000,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,405
Maruti Wagon R VXI Optional,2015,400000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,406
Hyundai EON Magna Plus,2015,280000,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,379
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,4,407
Mitsubishi Pajero Sport 4X4,2013,950000,181491,Diesel,Dealer,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7.0,14,50
Chevrolet Beat Diesel LS,2016,375000,53319,Diesel,Dealer,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,9,408
Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,40906,Diesel,Dealer,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,16,67
Toyota Etios VX,2012,375000,31711,Petrol,Dealer,Manual,Second Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5.0,4,297
Hyundai EON Era Plus,2012,270000,43755,Petrol,Dealer,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,371
Renault KWID RXT,2016,300000,66693,Petrol,Dealer,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,6,191
Maruti Zen Estilo VXI BSIV,2010,225000,59549,Petrol,Dealer,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,409
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,94385,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,4,385
Maruti Zen Estilo LXI BSIII,2010,200000,73730,Petrol,Dealer,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,87
Hyundai Verna 1.6 SX,2011,400000,221889,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,3,105
Honda Amaze VX i-DTEC,2013,500000,116104,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,2,410
Maruti Swift VXI BSIV,2015,500000,150546,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,276
Toyota Fortuner 2.8 2WD MT,2013,1500000,148120,Diesel,Dealer,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0,4,411
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,20000,Petrol,Individual,Manual,Second Owner,15.8 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5.0,5,412
Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,30000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,3,413
Tata Aria Pride,2011,337000,142000,Diesel,Individual,Manual,Third Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,8,414
Tata Sumo CX 10 Str BSIV,2011,175000,20000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10.0,8,415
Tata Manza Aura Plus Quadrajet,2009,180000,120000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,8,416
Hyundai i10 Sportz 1.1L,2011,200000,80000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,3,417
Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,8,418
Renault KWID 1.0 RXT Optional,2016,350000,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,6,419
Mahindra Bolero SLX,2011,409999,50000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,7,386
Mahindra TUV 300 T8,2017,655000,126000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,420
Maruti Swift Dzire LDI,2015,370000,170000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,89
Maruti Alto 800 LXI,2013,200000,24000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,0,26
Maruti Ertiga SHVS ZDI,2017,800000,100000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,0,421
Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Individual,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,114Nm@ 3500rpm,5.0,8,422
Ford Figo Diesel ZXI,2012,300000,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,5,423
Maruti Omni E MPI STD BS IV,2017,220000,40000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,0,28
Maruti Wagon R LXI BS IV,2011,196000,110000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,424
Hyundai i10 Era,2008,135000,80000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,3,425
Tata Bolt Revotron XE,2015,299000,16500,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,8,426
Maruti Alto K10 VXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,45
Maruti Ertiga SHVS VDI,2017,720000,80000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,0,16
Tata Safari Storme EX,2016,650000,50000,Diesel,Individual,Manual,Third Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,8,190
Maruti Alto K10 VXI,2016,300000,25000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,45
Hyundai Grand i10 1.2 CRDi Asta,2019,750000,20000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,3,427
Renault KWID RXT,2016,260000,60000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,6,191
Maruti Swift VDI,2011,300000,70000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,428
Mahindra Bolero 2011-2019 SLX,2014,600000,50000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,405
Honda Accord V6 AT,2004,275000,100000,Petrol,Individual,Automatic,Second Owner,9.0 kmpl,2997 CC,218 bhp,196Nm@ 5000rpm,5.0,2,429
Maruti Alto K10 VXI,2015,250000,52000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,45
Maruti Swift Dzire VDI,2014,420000,80000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,0
Hyundai EON Era Plus,2015,235000,50000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,371
Mahindra Scorpio S10 7 Seater,2016,1100000,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,7,430
Maruti Alto K10 VXI,2019,360000,25000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,45
Hyundai Grand i10 CRDi Asta,2014,380000,50000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,3,431
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,125000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,5,432
Maruti Wagon R VXI Optional,2016,350000,80000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,406
Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,7,433
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,270000,90000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,3,434
Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,8,435
Mahindra Thar CRDe,2016,630000,101000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,7,230
Mahindra Xylo E4 BS IV,2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,7,436
Mahindra Xylo E4 BS IV,2010,229999,168000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,7,436
Maruti Wagon R VXI BS IV,2011,270000,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,111
Tata Indica Vista Aura Safire Anniversary Edition,2009,135000,28900,Petrol,Individual,Manual,Second Owner,0.0 kmpl,1172 CC,65 bhp,"9.8@ 3,000(kgm@ rpm)",5.0,8,437
Maruti Wagon R VXI BS IV,2012,275000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,111
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,20,140
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,19,122
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,20,123
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,8,190
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0,23,292
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,4,150
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,0,272
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,0,293
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,2,294
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,4,295
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,296
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0,4,297
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,298
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,3,262
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,17,129
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,17,129
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,2,299
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,1,143
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,23,300
Mahindra TUV 300 T8,2015,634000,165000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,420
Maruti A-Star Zxi,2012,235000,98500,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,0,438
Hyundai i10 Asta,2008,275000,98000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,3,439
Mahindra Thar CRDe AC,2014,700000,40000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0,7,440
Fiat Grande Punto Sport 90BHP,2013,400000,90000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,92 bhp,209Nm@ 2000rpm,5.0,10,441
Maruti Alto LXi,2012,215000,90000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,0,117
Hyundai Getz 1.5 CRDi GVS,2009,150000,110000,Diesel,Individual,Manual,Second Owner,17.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,3,442
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,77800,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,0,443
Mahindra TUV 300 T8,2015,730000,100000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,420
Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5.0,8,444
Hyundai Xcent 1.2 Kappa Base,2016,350000,80000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,3,445
Mahindra KUV 100 G80 K6 Plus,2018,535000,21000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,7,446
Maruti Swift Dzire Tour S CNG,2018,455000,100000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,0,447
Maruti Swift Dzire VXI 1.2,2019,655000,25000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,0,184
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,30000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,5,448
Toyota Yaris V CVT BSIV,2018,1100000,25000,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0,4,449
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,40000,Diesel,Individual,Automatic,First Owner,13.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5.0,13,450
Toyota Fortuner 4x2 4 Speed AT,2012,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5 kmpl,2982 CC,169 bhp,343Nm@ 1400-3400rpm,7.0,4,451
Mahindra KUV 100 G80 K2,2018,340000,51492,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,7,452
Volkswagen Vento Diesel Highline,2011,300000,72000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,16,73
Ford Figo 1.2P Titanium Opt MT,2016,370000,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,5,453
Mahindra Bolero 2011-2019 SLE,2013,330000,136000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,335
Hyundai Santro Xing GLS,2014,238000,60000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,3,119
Hyundai Santro Xing XG,2006,72000,110000,Petrol,Individual,Manual,Second Owner,,,,,,3,454
Hyundai Santro Xing GLS,2013,200000,90000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,3,119
Nissan Sunny Diesel XV,2014,320000,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,18,455
Hyundai Santro Xing GL Plus,2009,114999,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,3,456
Maruti Wagon R LXI BS IV,2015,320000,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,424
Hyundai i10 Era,2010,210000,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,3,425
Mahindra Xylo D2 BS IV,2011,200000,120000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0,7,457
Maruti Wagon R LXI Minor,2009,135000,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,0,14
Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,8,104
Mahindra Bolero 2011-2019 DI BSIII,2014,350000,167000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8.0,7,458
Maruti Swift Dzire VDI,2017,680000,40000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,0,0
Maruti Swift Vdi BSIII,2010,200000,190000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,0,459
Renault KWID 1.0 RXT Optional,2016,300000,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,6,419
Mahindra Xylo E6,2011,270000,70000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0,7,460
Maruti Wagon R LXI BSIII,2012,225000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,461
Mahindra Bolero DI DX 8 Seater,2008,250000,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8.0,7,462
Mahindra TUV 300 T8,2015,590000,40000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,420
Hyundai EON Era Plus,2015,290000,17000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,371
Maruti Zen Estilo LXI BS IV,2010,100000,180000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,0,463
Maruti Celerio VXI,2016,395000,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,108
Hyundai EON Era Plus,2014,195000,65000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3,371
Tata Nano Cx,2011,45000,10000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0,8,464
Mahindra Bolero DI DX 8 Seater,2009,270000,70000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,8.0,7,462
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,90000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0,9,465
Hyundai i20 Asta 1.4 CRDi,2015,715000,50000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,3,62
Hyundai Elite i20 Magna Plus BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0,3,228
Mahindra TUV 300 T6 Plus,2019,875000,25000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,7,466
Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,7,467
Honda CR-V 2.4 4WD AT,2007,325000,70000,Petrol,Individual,Automatic,Second Owner,10.1 kmpl,2354 CC,152 bhp,215Nm@ 3600rpm,5.0,2,468
Datsun GO Anniversary Edition,2017,385000,30000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67.06 bhp,104Nm@ 4000rpm,5.0,11,469
Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,7,470
Hyundai i20 Sportz 1.4 CRDi,2012,335000,135000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0,3,471
Maruti Celerio LXI,2014,300000,35000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,0,266
Hyundai Accent GLE,2004,80000,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5.0,3,207
Mahindra Bolero 2011-2019 SLE,2012,400000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7,335
Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,8,472
Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0,7,473
Toyota Etios GD,2012,300000,120000,Diesel,Individual,Manual,Second Owner,,,,,,4,178
Mahindra Bolero PLUS AC BSIII,2011,320000,175000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,7,474
Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,175000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,7,475
Nissan Sunny XE,2011,350000,25000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,18,476
Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,8,477
Hyundai Xcent 1.1 CRDi SX Option,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,3,478
Hyundai Xcent 1.2 VTVT E Plus,2018,500000,10000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,3,5
Ford Freestyle Titanium Plus Petrol BSIV,2019,700000,6000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0,5,479
Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,90000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0,1,480
Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,7,475
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,120000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,9.0,7,481
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,4,55
